aflt_id,biz_no,aflt_nm,zip_cd,addrs,addrs2,small_td,ctgr_cd,business,ctgry,onln_excu_yn,close_yn,ctgrNew
201911315681,3415200496,서궁,3178,서울특별시 종로구새문안로35-20(신문로2가),1-3층,1,56221,음식,카페,,,56
201904226185,2084001195,뚜레쥬르창신점,3094,서울특별시 종로구지봉로91-1,"1층, 뚜레쥬르",1,56191,음식점,제과점,,,56
202108100257,6694000799,어퍼스트로피,3040,서울특별시 종로구필운대로32(누하동),2층어퍼스트로피,1,56221,일반음식점,커피,,,56
202105886186,5734400666,봉구비어(경복궁점),3041,서울특별시 종로구자하문로1길21-2,1층(내자동),1,56193,일반음식점,호프,Y,Y,56
202106969504,4432100726,헤비스테이크 종로구청점,3156,서울특별시 종로구삼봉로42(청진동),2층,1,56123,숙박 및 음식점업,서양식 음식점업,,,56
202106969519,5058185425,(주)헤비스테이크,3059,서울특별시 종로구계동길5(계동),1층 3호,1,56123,숙박 및 음식점업,서양식 음식점업,,,56
202106969034,7961601533,아께스토라,3094,서울특별시 종로구지봉로17길29(창신동),1-2층,1,56123,음식점업,양식,,,56
202106969864,2558102233,디디클라우드주식회사,3170,서울특별시 종로구사직로130(적선동),"지하1층 49호, 킹스빈",1,56221,숙박 및 음식점업,커피전문점,Y,Y,56
202106932661,2192064023,크러쉬버거앤펍,3123,서울특별시 종로구율곡로220(이화동),1층,1,56192,일반음식점업,양식,Y,Y,56
202106970442,8801901580,계,3120,서울특별시 종로구종로44길83-7(창신동),계,1,56111,숙박 및 음식점업,한식 일반 음식점업,,,56
202106969896,1060468951,영자네맛집,3162,서울특별시 종로구인사동3길32(인사동),12호,1,56219,음식점,기타주점업,,,56
202106970067,5400602279,서촌다방,3044,서울특별시 종로구자하문로2길3(통의동),1층 서촌다방,1,56221,휴게음식점,카페,,,56
202108101860,8383100883,미성,3131,"서울특별시 종로구율곡로6길22-1,1층(운니동)",미성,1,56111,숙박 및 음식점업,한식 일반 음식점업,,,56
202108101879,1010484499,항아리 수제비,3149,서울특별시 종로구인사동7길12(관훈동),항아리 수제비,1,56111,숙박 및 음식점업,한식 일반 음식점업,,,56
202108101895,8954200432,로사스텔라,3174,"서울특별시 종로구사직로8길34,지하2층107,108호호(내수동,경희궁의아침3단지)",로사스텔라,1,56111,숙박 및 음식점업,한식 일반 음식점업,Y,Y,56
202108101672,4811301208,오렌지바,3164,"서울특별시 종로구종로65,2층209호(종로2가)",오렌지바,1,56219,숙박 및 음식점업,기타 주점업,,,56
202108101931,1110957280,만선,3044,"서울특별시 종로구자하문로2길10(적선동,지상1층)",만선,1,56111,숙박 및 음식점업,한식 일반 음식점업,,,56
202106976674,3796900335,테라핀,3191,서울특별시 종로구종로16길32-3(관철동),1층 TRP,1,56219,음식점업,위스키바,,,56
202108101715,5603500917,부대통령뚝배기 상명대점,3015,서울특별시 종로구홍지문2길7지층(홍지동),부대통령뚝배기 상명대점,1,56111,숙박 및 음식점업,한식 일반 음식점업,,,56
202108102006,1700601445,우당탕탕,3169,서울특별시 종로구사직로12길7사직로12길,우당탕탕,1,56111,숙박 및 음식점업,한식 일반 음식점업,,,56
202106974604,6510801778,소소하게,3062,서울특별시 종로구율곡로1길40-59(사간동),카페소소하게,1,56191,숙박 및 음식점업,제과점업,,,56
202108102038,2025400593,평창동 김밥,3008,"서울특별시 종로구평창문화로35,1층(평창동)",평창동 김밥,1,56194,숙박 및 음식점업,김밥 및 기타 간이 음식점업,,,56
202106982710,1021502157,서순금류복요리전문점,3173,"서울특별시 종로구새문안로3길36,101호(내수동,용비어천가지하101호)",서순금류복요리전문점,1,56111,숙박 및 음식점업,한식 일반 음식점업,,,56
202106983661,1533900814,시골돼지집,3008,서울특별시 종로구평창문화로47(평창동),시골돼지집,1,56111,숙박 및 음식점업,한식 일반 음식점업,,,56
202106984403,2012573768,지해천의 유다까,3174,"서울특별시 종로구사직로8길34,B113,B114호(내수동,경희궁의아침3단지)",지해천의 유다까,1,56111,숙박 및 음식점업,한식 일반 음식점업,,,56
202105887370,2253900763,신의주 찹쌀순대,3113,"서울특별시 종로구종로347(숭인동,롯데캐슬천지인)",상가 1층 101.103호,1,56111,일반음식점,한식,,,56
202106985321,1010719757,블루몬테,3058,"서울특별시 종로구율곡로75(계동,1층)",블루몬테,1,56130,숙박 및 음식점업,기관 구내식당업,,,56
