aflt_id,biz_no,aflt_nm,zip_cd,addrs,addrs2,small_td,ctgr_cd,business,ctgry,onln_excu_yn,close_yn,ctgrNew
201901017400,1113343253,우정갈비,3505,서울특별시 은평구증산동218-24,우정갈비,1,56111,음식,한식,,,56
201904131348,1010682442,감자와비어한잔,3497,서울특별시 은평구증산서길114,감자와비어한잔,1,56219,음식,기타주점업,,,56
201905233722,8140700067,육회도담,3330,서울특별시 은평구통일로83길5-9,1층,1,56111,음식점업,한식,,,56
201905234019,6065200277,금돼지연탄구이,3343,서울특별시 은평구연서로327,1층,1,56111,음식,한식,,,56
201906248100,6844700424,참새식당 스즈메,3330,서울특별시 은평구연서로29길22-44(갈현동),102호 참새식당,1,56122,요식업,일식,,,56
201906247807,2610400466,커피오름(COFFEEOREUM),3464,서울특별시 은평구응암로328(응암동),1층 107호 커피오름,1,56221,음식업점,카페,,,56
201904173553,1100747640,민속숯불갈비,3343,서울특별시 은평구연서로303-12,불광동,1,56111,음식,한식,,,56
201904164464,1110310056,콜롬비아,3368,서울특별시 은평구통일로66길2,2층,1,56111,일반음식점,호프,,,56
201901020657,7420300425,히카리우동,3479,서울특별시 은평구가좌로189-1,"1층,히카리우동(응암동)",1,56113,음식점,일식음식점업,,,56
201812002534,7910300183,카이저호프,3368,서울특별시 은평구통일로728-1,지하1층(불광동),1,56213,음식,호프,Y,Y,56
201908279122,7110600359,언제나봄,3482,서울특별시 은평구가좌로7다길2-1(응암동),1층,1,56111,음식,한식,Y,Y,56
202011677342,5320201892,로쏘 파스타,3306,서울특별시 은평구진관2로19(진관동),휴먼프라자1층 118호 로쏘파스타,1,56123,음식점,양식,,,56
201901023448,3620300684,참한커피,3418,서울특별시 은평구연서로3가길20(역촌동),지하1층,1,56229,음식점,카페,,,56
201901025032,1100267734,김밥사랑,3499,서울특별시 은평구증산로9길13,B동 106호,N,56194,음식,분식,,,56
201909295736,1108188317,초유향,3459,서울특별시 은평구은평로13길11-12,(녹번동),N,56121,음식,중국음식점,Y,Y,56
201903121817,4221800637,산토리니의하루,3302,서울특별시 은평구진관3로70,1층,1,56191,음식점업,제과점업,,,56
201906250853,1101819382,성북동 왕의 돈까스,3378,서울특별시 은평구진흥로122,성북동 왕의돈까스,1,56123,일반음식점,양식,,,56
202001337683,2163100803,김둘레순대국,3311,서울특별시 은평구진관2로12(진관동),1층 119호,1,56111,요식업,한식,,,56
201901036485,7591200390,또래오래,3443,서울특별시 은평구증산로15길40,1층좌측,1,56193,음식,치킨,Y,Y,56
201901036510,2117145363,숙이네칼국수,3331,서울특별시 은평구연서로29길25-7,숙이네칼국수,1,56111,음식,칼국수,,,56
201901036780,1792800367,골목먹거리,3368,서울특별시 은평구불광로50-12,1층,1,56111,음식,한식,Y,Y,56
201903093218,7272700515,버블캐슬,3504,"서울특별시 은평구수색로217-1(증산동,디엠씨자이2단지(DMC자이2단지))",1층 105호 버블캐슬,1,56219,음식점,호프,,,56
201901040494,1110245029,제일식당,3345,서울특별시 은평구불광동310-254,지상1층제일식당,1,56111,음숙,한식,,,56
201903086505,7493000363,j&j 로스팅샵,3414,서울특별시 은평구연서로11길21,1층,1,56221,음식,카페,,,56
201903087795,6260900450,얌이얌이,3380,서울특별시 은평구녹번로9,1층 중앙,1,56194,음식점업,분식,,,56
201903087626,1102022497,남도식당,3335,서울특별시 은평구연서로17길40,1층,1,56111,음식점업,한식음식점업,,,56
201906258172,1101656836,돼지집,3308,서울특별시 은평구연서로54길32(진관동),돼지집,1,56111,숙박 및 음식업점 / 도소매 / 부동산업및 임대업,한식 음식점업 / 식품 잡화 / 비주거용건물임대업,,,56
202203085932,6182070042,남도집,3396,서울특별시 은평구진흥로13길2(대조동),1층 2호,1,56111,음식점업,한식,,,56
